id,league_name,season,home_team,away_team,home_goals,away_goals
9896,Premier League,2018/2019,Fulham,Brighton,4,2
9897,Premier League,2018/2019,Huddersfield,Everton,0,1
9898,Premier League,2018/2019,Man United,Burnley,2,2
9899,Premier League,2018/2019,Newcastle,Man City,2,1
9900,Premier League,2018/2019,Wolves,West Ham,3,0
9901,Premier League,2018/2019,Bournemouth,Chelsea,4,0
9902,Premier League,2018/2019,Liverpool,Leicester,1,1
9903,Premier League,2018/2019,Southampton,Crystal Palace,1,1
9904,Premier League,2018/2019,Tottenham,Watford,2,1
9905,Premier League,2018/2019,Brighton,Watford,0,0
9906,Premier League,2018/2019,Burnley,Southampton,1,1
9907,Premier League,2018/2019,Cardiff,Bournemouth,2,0
9908,Premier League,2018/2019,Chelsea,Huddersfield,5,0
9909,Premier League,2018/2019,Crystal Palace,Fulham,2,0
9910,Premier League,2018/2019,Everton,Wolves,1,3
9911,Premier League,2018/2019,Tottenham,Newcastle,1,0
9912,Premier League,2018/2019,Leicester,Man United,0,1
9913,Premier League,2018/2019,Man City,Arsenal,3,1
9914,Premier League,2018/2019,West Ham,Liverpool,1,1
9915,Premier League,2018/2019,Everton,Man City,0,2
9916,Premier League,2018/2019,Brighton,Burnley,1,3
9917,Premier League,2018/2019,Crystal Palace,West Ham,1,1
9918,Premier League,2018/2019,Fulham,Man United,0,3
9919,Premier League,2018/2019,Huddersfield,Arsenal,1,2
9920,Premier League,2018/2019,Liverpool,Bournemouth,3,0
9921,Premier League,2018/2019,Southampton,Cardiff,1,2
9922,Premier League,2018/2019,Watford,Everton,1,0
9923,Premier League,2018/2019,Man City,Chelsea,6,0
9924,Premier League,2018/2019,Tottenham,Leicester,3,1
9925,Premier League,2018/2019,Wolves,Newcastle,1,1
9926,Premier League,2018/2019,Cardiff,Watford,1,5
9927,Premier League,2018/2019,West Ham,Fulham,3,1
9928,Premier League,2018/2019,Bournemouth,Wolves,1,1
9929,Premier League,2018/2019,Burnley,Tottenham,2,1
9930,Premier League,2018/2019,Leicester,Crystal Palace,1,4
9931,Premier League,2018/2019,Newcastle,Huddersfield,2,0
9932,Premier League,2018/2019,Arsenal,Southampton,2,0
9933,Premier League,2018/2019,Man United,Liverpool,0,0
9934,Premier League,2018/2019,Cardiff,Everton,0,3
9935,Premier League,2018/2019,Huddersfield,Wolves,1,0
9936,Premier League,2018/2019,Leicester,Brighton,2,1
9937,Premier League,2018/2019,Newcastle,Burnley,2,0
9938,Premier League,2018/2019,Arsenal,Bournemouth,5,1
9939,Premier League,2018/2019,Chelsea,Tottenham,2,0
9940,Premier League,2018/2019,Crystal Palace,Man United,1,3
9941,Premier League,2018/2019,Liverpool,Watford,5,0
9942,Premier League,2018/2019,Man City,West Ham,1,0
9943,Premier League,2018/2019,Southampton,Fulham,2,0
9944,Premier League,2018/2019,Bournemouth,Man City,0,1
9945,Premier League,2018/2019,Brighton,Huddersfield,1,0
9946,Premier League,2018/2019,Burnley,Crystal Palace,1,3
9947,Premier League,2018/2019,Man United,Southampton,3,2
9948,Premier League,2018/2019,Tottenham,Arsenal,1,1
9949,Premier League,2018/2019,West Ham,Newcastle,2,0
9950,Premier League,2018/2019,Wolves,Cardiff,2,0
9951,Premier League,2018/2019,Everton,Liverpool,0,0
9952,Premier League,2018/2019,Fulham,Chelsea,1,2
9953,Premier League,2018/2019,Watford,Leicester,2,1
9954,Premier League,2018/2019,Cardiff,West Ham,2,0
9955,Premier League,2018/2019,Crystal Palace,Brighton,1,2
9956,Premier League,2018/2019,Huddersfield,Bournemouth,0,2
9957,Premier League,2018/2019,Leicester,Fulham,3,1
9958,Premier League,2018/2019,Man City,Watford,3,1
9959,Premier League,2018/2019,Newcastle,Everton,3,2
9960,Premier League,2018/2019,Southampton,Tottenham,2,1
9961,Premier League,2018/2019,Arsenal,Man United,2,0
9962,Premier League,2018/2019,Chelsea,Wolves,1,1
9963,Premier League,2018/2019,Liverpool,Burnley,4,2
9964,Premier League,2018/2019,Bournemouth,Newcastle,2,2
9965,Premier League,2018/2019,Burnley,Leicester,1,2
9966,Premier League,2018/2019,West Ham,Huddersfield,4,3
9967,Premier League,2018/2019,Everton,Chelsea,2,0
9968,Premier League,2018/2019,Fulham,Liverpool,1,2
9969,Premier League,2018/2019,Brighton,Southampton,0,1
9970,Premier League,2018/2019,Burnley,Wolves,2,0
9971,Premier League,2018/2019,Crystal Palace,Huddersfield,2,0
9972,Premier League,2018/2019,Fulham,Man City,0,2
9973,Premier League,2018/2019,Leicester,Bournemouth,2,0
9974,Premier League,2018/2019,Man United,Watford,2,1
9975,Premier League,2018/2019,West Ham,Everton,0,2
9976,Premier League,2018/2019,Cardiff,Chelsea,1,2
9977,Premier League,2018/2019,Liverpool,Tottenham,2,1
9978,Premier League,2018/2019,Arsenal,Newcastle,2,0
9979,Premier League,2018/2019,Watford,Fulham,4,1
9980,Premier League,2018/2019,Wolves,Man United,2,1
9981,Premier League,2018/2019,Chelsea,Brighton,3,0
9982,Premier League,2018/2019,Man City,Cardiff,2,0
9983,Premier League,2018/2019,Tottenham,Crystal Palace,2,0
9984,Premier League,2018/2019,Southampton,Liverpool,1,3
9985,Premier League,2018/2019,Bournemouth,Burnley,1,3
9986,Premier League,2018/2019,Huddersfield,Leicester,1,4
9987,Premier League,2018/2019,Newcastle,Crystal Palace,0,1
9988,Premier League,2018/2019,Everton,Arsenal,1,0
9989,Premier League,2018/2019,Chelsea,West Ham,2,0
9990,Premier League,2018/2019,Leicester,Newcastle,0,1
9991,Premier League,2018/2019,Brighton,Bournemouth,0,5
9992,Premier League,2018/2019,Burnley,Cardiff,2,0
9993,Premier League,2018/2019,Fulham,Everton,2,0
9994,Premier League,2018/2019,Man United,West Ham,2,1
9995,Premier League,2018/2019,Southampton,Wolves,3,1
9996,Premier League,2018/2019,Tottenham,Huddersfield,4,0
9997,Premier League,2018/2019,Crystal Palace,Man City,1,3
9998,Premier League,2018/2019,Liverpool,Chelsea,2,0
9999,Premier League,2018/2019,Watford,Arsenal,0,1
10000,Premier League,2018/2019,Brighton,Cardiff,0,2
10001,Premier League,2018/2019,Bournemouth,Fulham,0,1
10002,Premier League,2018/2019,Huddersfield,Watford,1,2
10003,Premier League,2018/2019,Man City,Tottenham,1,0
10004,Premier League,2018/2019,Newcastle,Southampton,3,1
10005,Premier League,2018/2019,West Ham,Leicester,2,2
10006,Premier League,2018/2019,Wolves,Brighton,0,0
10007,Premier League,2018/2019,Arsenal,Crystal Palace,2,3
10008,Premier League,2018/2019,Cardiff,Liverpool,0,2
10009,Premier League,2018/2019,Everton,Man United,4,0
10010,Premier League,2018/2019,Chelsea,Burnley,2,2
10011,Premier League,2018/2019,Tottenham,Brighton,1,0
10012,Premier League,2018/2019,Watford,Southampton,1,1
10013,Premier League,2018/2019,Man United,Man City,0,2
10014,Premier League,2018/2019,Wolves,Arsenal,3,1
10015,Premier League,2018/2019,Liverpool,Huddersfield,5,0
10016,Premier League,2018/2019,Brighton,Newcastle,1,1
10017,Premier League,2018/2019,Crystal Palace,Everton,0,0
10018,Premier League,2018/2019,Fulham,Cardiff,1,0
10019,Premier League,2018/2019,Southampton,Bournemouth,3,3
10020,Premier League,2018/2019,Tottenham,West Ham,0,1
10021,Premier League,2018/2019,Watford,Wolves,1,2
10022,Premier League,2018/2019,Burnley,Man City,0,1
10023,Premier League,2018/2019,Leicester,Arsenal,3,0
10024,Premier League,2018/2019,Man United,Chelsea,1,1
10025,Premier League,2018/2019,Everton,Burnley,2,0
10026,Premier League,2018/2019,Bournemouth,Tottenham,1,0
10027,Premier League,2018/2019,Cardiff,Crystal Palace,2,3
10028,Premier League,2018/2019,Newcastle,Liverpool,2,3
10029,Premier League,2018/2019,West Ham,Southampton,3,0
10030,Premier League,2018/2019,Wolves,Fulham,1,0
10031,Premier League,2018/2019,Arsenal,Brighton,1,1
10032,Premier League,2018/2019,Chelsea,Watford,3,0
10033,Premier League,2018/2019,Huddersfield,Man United,1,1
10034,Premier League,2018/2019,Man City,Leicester,1,0
10035,Premier League,2018/2019,Brighton,Man City,1,4
10036,Premier League,2018/2019,Burnley,Arsenal,1,3
10037,Premier League,2018/2019,Crystal Palace,Bournemouth,5,3
10038,Premier League,2018/2019,Fulham,Newcastle,0,4
10039,Premier League,2018/2019,Leicester,Chelsea,0,0
10040,Premier League,2018/2019,Liverpool,Wolves,2,0
10041,Premier League,2018/2019,Man United,Cardiff,0,2
10042,Premier League,2018/2019,Southampton,Huddersfield,1,1
10043,Premier League,2018/2019,Tottenham,Everton,2,2
10044,Premier League,2018/2019,Watford,West Ham,1,4
10045,Premier League,2019/2020,Liverpool,Norwich,4,1
10046,Premier League,2019/2020,West Ham,Man City,0,5
10047,Premier League,2019/2020,Bournemouth,Sheffield United,1,1
10048,Premier League,2019/2020,Burnley,Southampton,3,0
10049,Premier League,2019/2020,Crystal Palace,Everton,0,0
10050,Premier League,2019/2020,Watford,Brighton,0,3
10051,Premier League,2019/2020,Tottenham,Aston Villa,3,1
10052,Premier League,2019/2020,Leicester,Wolves,0,0
10053,Premier League,2019/2020,Newcastle,Arsenal,0,1
10054,Premier League,2019/2020,Man United,Chelsea,4,0
10055,Premier League,2019/2020,Arsenal,Burnley,2,1
10056,Premier League,2019/2020,Aston Villa,Bournemouth,1,2
10057,Premier League,2019/2020,Brighton,West Ham,1,1
10058,Premier League,2019/2020,Everton,Watford,1,0
10059,Premier League,2019/2020,Norwich,Newcastle,3,1
10060,Premier League,2019/2020,Southampton,Liverpool,1,2
10061,Premier League,2019/2020,Man City,Tottenham,2,2
10062,Premier League,2019/2020,Sheffield United,Crystal Palace,1,0
10063,Premier League,2019/2020,Chelsea,Leicester,1,1
10064,Premier League,2019/2020,Wolves,Man United,1,1
10065,Premier League,2019/2020,Aston Villa,Everton,2,0
10066,Premier League,2019/2020,Norwich,Chelsea,2,3
10067,Premier League,2019/2020,Brighton,Southampton,0,2
10068,Premier League,2019/2020,Man United,Crystal Palace,1,2
10069,Premier League,2019/2020,Sheffield United,Leicester,1,2
10070,Premier League,2019/2020,Watford,West Ham,1,3
10071,Premier League,2019/2020,Liverpool,Arsenal,3,1
10072,Premier League,2019/2020,Bournemouth,Man City,1,3
10073,Premier League,2019/2020,Tottenham,Newcastle,0,1
10074,Premier League,2019/2020,Wolves,Burnley,1,1
10075,Premier League,2019/2020,Southampton,Man United,1,1
10076,Premier League,2019/2020,Chelsea,Sheffield United,2,2
10077,Premier League,2019/2020,Crystal Palace,Aston Villa,1,0
10078,Premier League,2019/2020,Leicester,Bournemouth,3,1
10079,Premier League,2019/2020,Man City,Brighton,4,0
10080,Premier League,2019/2020,Newcastle,Watford,1,1
10081,Premier League,2019/2020,West Ham,Norwich,2,0
10082,Premier League,2019/2020,Burnley,Liverpool,0,3
10083,Premier League,2019/2020,Everton,Wolves,3,2
10084,Premier League,2019/2020,Arsenal,Tottenham,2,2
10085,Premier League,2019/2020,Liverpool,Newcastle,3,1
10086,Premier League,2019/2020,Brighton,Burnley,1,1
10087,Premier League,2019/2020,Man United,Leicester,1,0
10088,Premier League,2019/2020,Sheffield United,Southampton,0,1
10089,Premier League,2019/2020,Tottenham,Crystal Palace,4,0
10090,Premier League,2019/2020,Wolves,Chelsea,2,5
10091,Premier League,2019/2020,Norwich,Man City,3,2
10092,Premier League,2019/2020,Bournemouth,Everton,3,1
10093,Premier League,2019/2020,Watford,Arsenal,2,2
10094,Premier League,2019/2020,Aston Villa,West Ham,0,0
10095,Premier League,2019/2020,Southampton,Bournemouth,1,3
10096,Premier League,2019/2020,Leicester,Tottenham,2,1
10097,Premier League,2019/2020,Burnley,Norwich,2,0
10098,Premier League,2019/2020,Everton,Sheffield United,0,2
10099,Premier League,2019/2020,Man City,Watford,8,0
10100,Premier League,2019/2020,Newcastle,Brighton,0,0
10101,Premier League,2019/2020,Crystal Palace,Wolves,1,1
10102,Premier League,2019/2020,West Ham,Man United,2,0
10103,Premier League,2019/2020,Arsenal,Aston Villa,3,2
10104,Premier League,2019/2020,Chelsea,Liverpool,1,2
10105,Premier League,2019/2020,Sheffield United,Liverpool,0,1
10106,Premier League,2019/2020,Aston Villa,Burnley,2,2
10107,Premier League,2019/2020,Bournemouth,West Ham,2,2
10108,Premier League,2019/2020,Chelsea,Brighton,2,0
10109,Premier League,2019/2020,Crystal Palace,Norwich,2,0
10110,Premier League,2019/2020,Tottenham,Southampton,2,1
10111,Premier League,2019/2020,Wolves,Watford,2,0
10112,Premier League,2019/2020,Everton,Man City,1,3
10113,Premier League,2019/2020,Leicester,Newcastle,5,0
10114,Premier League,2019/2020,Man United,Arsenal,1,1
10115,Premier League,2019/2020,Brighton,Tottenham,3,0
10116,Premier League,2019/2020,Burnley,Everton,1,0
10117,Premier League,2019/2020,Liverpool,Leicester,2,1
10118,Premier League,2019/2020,Norwich,Aston Villa,1,5
10119,Premier League,2019/2020,Watford,Sheffield United,0,0
10120,Premier League,2019/2020,West Ham,Crystal Palace,1,2
10121,Premier League,2019/2020,Arsenal,Bournemouth,1,0
10122,Premier League,2019/2020,Man City,Wolves,0,2
10123,Premier League,2019/2020,Southampton,Chelsea,1,4
10124,Premier League,2019/2020,Newcastle,Man United,1,0
10125,Premier League,2019/2020,Everton,West Ham,2,0
10126,Premier League,2019/2020,Aston Villa,Brighton,2,1
10127,Premier League,2019/2020,Bournemouth,Norwich,0,0
10128,Premier League,2019/2020,Chelsea,Newcastle,1,0
10129,Premier League,2019/2020,Leicester,Burnley,2,1
10130,Premier League,2019/2020,Tottenham,Watford,1,1
10131,Premier League,2019/2020,Wolves,Southampton,1,1
10132,Premier League,2019/2020,Crystal Palace,Man City,0,2
10133,Premier League,2019/2020,Man United,Liverpool,1,1
10134,Premier League,2019/2020,Sheffield United,Arsenal,1,0
10135,Premier League,2019/2020,Southampton,Leicester,0,9
10136,Premier League,2019/2020,Man City,Aston Villa,3,0
10137,Premier League,2019/2020,Brighton,Everton,3,2
10138,Premier League,2019/2020,Watford,Bournemouth,0,0
10139,Premier League,2019/2020,West Ham,Sheffield United,1,1
10140,Premier League,2019/2020,Burnley,Chelsea,2,4
10141,Premier League,2019/2020,Newcastle,Wolves,1,1
10142,Premier League,2019/2020,Arsenal,Crystal Palace,2,2
10143,Premier League,2019/2020,Liverpool,Tottenham,2,1
10144,Premier League,2019/2020,Norwich,Man United,1,3
10145,Premier League,2019/2020,Bournemouth,Man United,1,0
10146,Premier League,2019/2020,Arsenal,Wolves,1,1
10147,Premier League,2019/2020,Aston Villa,Liverpool,1,2
10148,Premier League,2019/2020,Brighton,Norwich,2,0
10149,Premier League,2019/2020,Man City,Southampton,2,1
10150,Premier League,2019/2020,Sheffield United,Burnley,3,0
10151,Premier League,2019/2020,West Ham,Newcastle,2,3
10152,Premier League,2019/2020,Watford,Chelsea,1,2
10153,Premier League,2019/2020,Crystal Palace,Leicester,0,2
10154,Premier League,2019/2020,Everton,Tottenham,1,1
10155,Premier League,2019/2020,Norwich,Watford,0,2
10156,Premier League,2019/2020,Chelsea,Crystal Palace,2,0
10157,Premier League,2019/2020,Burnley,West Ham,3,0
10158,Premier League,2019/2020,Newcastle,Bournemouth,2,1
10159,Premier League,2019/2020,Southampton,Everton,1,2
10160,Premier League,2019/2020,Tottenham,Sheffield United,1,1
10161,Premier League,2019/2020,Leicester,Arsenal,2,0
10162,Premier League,2019/2020,Man United,Brighton,3,1
10163,Premier League,2019/2020,Wolves,Aston Villa,2,1
10164,Premier League,2019/2020,Liverpool,Man City,3,1
10165,Premier League,2019/2020,West Ham,Tottenham,2,3
10166,Premier League,2019/2020,Arsenal,Southampton,2,2
10167,Premier League,2019/2020,Bournemouth,Wolves,1,2
10168,Premier League,2019/2020,Brighton,Leicester,0,2
10169,Premier League,2019/2020,Crystal Palace,Liverpool,1,2
10170,Premier League,2019/2020,Everton,Norwich,0,2
10171,Premier League,2019/2020,Watford,Burnley,0,3
10172,Premier League,2019/2020,Man City,Chelsea,2,1
10173,Premier League,2019/2020,Sheffield United,Man United,3,3
10174,Premier League,2019/2020,Aston Villa,Newcastle,2,0
10175,Premier League,2019/2020,Newcastle,Man City,2,2
10176,Premier League,2019/2020,Burnley,Crystal Palace,0,2
10177,Premier League,2019/2020,Chelsea,West Ham,0,1
10178,Premier League,2019/2020,Liverpool,Brighton,2,1
10179,Premier League,2019/2020,Tottenham,Bournemouth,3,2
10180,Premier League,2019/2020,Southampton,Watford,2,1
10181,Premier League,2019/2020,Norwich,Arsenal,2,2
10182,Premier League,2019/2020,Wolves,Sheffield United,1,1
10183,Premier League,2019/2020,Leicester,Everton,2,1
10184,Premier League,2019/2020,Man United,Aston Villa,2,2
10185,Premier League,2019/2020,Crystal Palace,Bournemouth,1,0
10186,Premier League,2019/2020,Burnley,Man City,1,4
10187,Premier League,2019/2020,Chelsea,Aston Villa,2,1
10188,Premier League,2019/2020,Leicester,Watford,2,0
10189,Premier League,2019/2020,Man United,Tottenham,2,1
10190,Premier League,2019/2020,Southampton,Norwich,2,1
10191,Premier League,2019/2020,Wolves,West Ham,2,0
10192,Premier League,2019/2020,Liverpool,Everton,5,2
10193,Premier League,2019/2020,Sheffield United,Newcastle,0,2
10194,Premier League,2019/2020,Arsenal,Brighton,1,2
10195,Premier League,2019/2020,Everton,Chelsea,3,1
10196,Premier League,2019/2020,Bournemouth,Liverpool,0,3
10197,Premier League,2019/2020,Tottenham,Burnley,5,0
10198,Premier League,2019/2020,Watford,Crystal Palace,0,0
10199,Premier League,2019/2020,Man City,Man United,1,2
10200,Premier League,2019/2020,Aston Villa,Leicester,1,4
10201,Premier League,2019/2020,Newcastle,Southampton,2,1
10202,Premier League,2019/2020,Norwich,Sheffield United,1,2
10203,Premier League,2019/2020,Brighton,Wolves,2,2
10204,Premier League,2019/2020,West Ham,Arsenal,1,3
10205,Premier League,2019/2020,Liverpool,Watford,2,0
10206,Premier League,2019/2020,Burnley,Newcastle,1,0
10207,Premier League,2019/2020,Chelsea,Bournemouth,0,1
10208,Premier League,2019/2020,Leicester,Norwich,1,1
10209,Premier League,2019/2020,Sheffield United,Aston Villa,2,0
10210,Premier League,2019/2020,Southampton,West Ham,0,1
10211,Premier League,2019/2020,Man United,Everton,1,1
10212,Premier League,2019/2020,Wolves,Tottenham,1,2
10213,Premier League,2019/2020,Arsenal,Man City,0,3
10214,Premier League,2019/2020,Crystal Palace,Brighton,1,1
10215,Premier League,2019/2020,Everton,Arsenal,0,0
10216,Premier League,2019/2020,Aston Villa,Southampton,1,3
10217,Premier League,2019/2020,Bournemouth,Burnley,0,1
10218,Premier League,2019/2020,Brighton,Sheffield United,0,1
10219,Premier League,2019/2020,Newcastle,Crystal Palace,1,0
10220,Premier League,2019/2020,Norwich,Wolves,1,2
10221,Premier League,2019/2020,Man City,Leicester,3,1
10222,Premier League,2019/2020,Watford,Man United,2,0
10223,Premier League,2019/2020,Tottenham,Chelsea,0,2
10224,Premier League,2019/2020,Tottenham,Brighton,2,1
10225,Premier League,2019/2020,Aston Villa,Norwich,1,0
10226,Premier League,2019/2020,Bournemouth,Arsenal,1,1
10227,Premier League,2019/2020,Chelsea,Southampton,0,2
10228,Premier League,2019/2020,Crystal Palace,West Ham,2,1
10229,Premier League,2019/2020,Everton,Burnley,1,0
10230,Premier League,2019/2020,Sheffield United,Watford,1,1
10231,Premier League,2019/2020,Man United,Newcastle,4,1
10232,Premier League,2019/2020,Leicester,Liverpool,0,4
10233,Premier League,2019/2020,Wolves,Man City,3,2
10234,Premier League,2019/2020,Brighton,Bournemouth,2,0
10235,Premier League,2019/2020,Newcastle,Everton,1,2
10236,Premier League,2019/2020,Southampton,Crystal Palace,1,1
10237,Premier League,2019/2020,Watford,Aston Villa,3,0
10238,Premier League,2019/2020,Norwich,Tottenham,2,2
10239,Premier League,2019/2020,West Ham,Leicester,1,2
10240,Premier League,2019/2020,Burnley,Man United,0,2
10241,Premier League,2019/2020,Arsenal,Chelsea,1,2
10242,Premier League,2019/2020,Liverpool,Wolves,1,0
10243,Premier League,2019/2020,Man City,Sheffield United,2,0
10244,Premier League,2019/2020,Brighton,Chelsea,1,1
10245,Premier League,2019/2020,Burnley,Aston Villa,1,2
10246,Premier League,2019/2020,Newcastle,Leicester,0,3
10247,Premier League,2019/2020,Southampton,Tottenham,1,0
10248,Premier League,2019/2020,Watford,Wolves,2,1
10249,Premier League,2019/2020,Man City,Everton,2,1
10250,Premier League,2019/2020,Norwich,Crystal Palace,1,1
10251,Premier League,2019/2020,West Ham,Bournemouth,4,0
10252,Premier League,2019/2020,Arsenal,Man United,2,0
10253,Premier League,2019/2020,Liverpool,Sheffield United,2,0
10254,Premier League,2019/2020,Sheffield United,West Ham,1,0
10255,Premier League,2019/2020,Crystal Palace,Arsenal,1,1
10256,Premier League,2019/2020,Chelsea,Burnley,3,0
10257,Premier League,2019/2020,Everton,Brighton,1,0
10258,Premier League,2019/2020,Leicester,Southampton,1,2
10259,Premier League,2019/2020,Man United,Norwich,4,0
10260,Premier League,2019/2020,Wolves,Newcastle,1,1
10261,Premier League,2019/2020,Tottenham,Liverpool,0,1
10262,Premier League,2019/2020,Bournemouth,Watford,0,3
10263,Premier League,2019/2020,Aston Villa,Man City,1,6
10264,Premier League,2019/2020,Watford,Tottenham,0,0
10265,Premier League,2019/2020,Arsenal,Sheffield United,1,1
10266,Premier League,2019/2020,Brighton,Aston Villa,1,1
10267,Premier League,2019/2020,Man City,Crystal Palace,2,2
10268,Premier League,2019/2020,Norwich,Bournemouth,1,0
10269,Premier League,2019/2020,Southampton,Wolves,2,3
10270,Premier League,2019/2020,West Ham,Everton,1,1
10271,Premier League,2019/2020,Newcastle,Chelsea,1,0
10272,Premier League,2019/2020,Burnley,Leicester,2,1
10273,Premier League,2019/2020,Liverpool,Man United,2,0
10274,Premier League,2019/2020,Aston Villa,Watford,2,1
10275,Premier League,2019/2020,Bournemouth,Brighton,3,1
10276,Premier League,2019/2020,Crystal Palace,Southampton,0,2
10277,Premier League,2019/2020,Everton,Newcastle,2,2
10278,Premier League,2019/2020,Sheffield United,Man City,0,1
10279,Premier League,2019/2020,Chelsea,Arsenal,2,2
10280,Premier League,2019/2020,Leicester,West Ham,4,1
10281,Premier League,2019/2020,Tottenham,Norwich,2,1
10282,Premier League,2019/2020,Man United,Burnley,0,2
10283,Premier League,2019/2020,Wolves,Liverpool,1,2
10284,Premier League,2019/2020,West Ham,Liverpool,0,2
10285,Premier League,2019/2020,Leicester,Chelsea,2,2
10286,Premier League,2019/2020,Bournemouth,Aston Villa,2,1
10287,Premier League,2019/2020,Crystal Palace,Sheffield United,0,1
10288,Premier League,2019/2020,Liverpool,Southampton,4,0
10289,Premier League,2019/2020,Newcastle,Norwich,0,0
10290,Premier League,2019/2020,Watford,Everton,2,3
10291,Premier League,2019/2020,West Ham,Brighton,3,3
10292,Premier League,2019/2020,Man United,Wolves,0,0
10293,Premier League,2019/2020,Burnley,Arsenal,0,0
10294,Premier League,2019/2020,Tottenham,Man City,2,0
10295,Premier League,2019/2020,Everton,Crystal Palace,3,1
10296,Premier League,2019/2020,Brighton,Watford,1,1
10297,Premier League,2019/2020,Sheffield United,Bournemouth,2,1
10298,Premier League,2019/2020,Wolves,Leicester,0,0
10299,Premier League,2019/2020,Southampton,Burnley,1,2
10300,Premier League,2019/2020,Norwich,Liverpool,0,1
10301,Premier League,2019/2020,Aston Villa,Tottenham,2,3
10302,Premier League,2019/2020,Arsenal,Newcastle,4,0
10303,Premier League,2019/2020,Chelsea,Man United,0,2
10304,Premier League,2019/2020,Man City,West Ham,2,0
10305,Premier League,2019/2020,Chelsea,Tottenham,2,1
10306,Premier League,2019/2020,Burnley,Bournemouth,3,0
10307,Premier League,2019/2020,Crystal Palace,Newcastle,1,0
10308,Premier League,2019/2020,Sheffield United,Brighton,1,1
10309,Premier League,2019/2020,Southampton,Aston Villa,2,0
10310,Premier League,2019/2020,Leicester,Man City,0,1
10311,Premier League,2019/2020,Man United,Watford,3,0
10312,Premier League,2019/2020,Wolves,Norwich,3,0
10313,Premier League,2019/2020,Arsenal,Everton,3,2
10314,Premier League,2019/2020,Liverpool,West Ham,3,2
10315,Premier League,2019/2020,Norwich,Leicester,1,0
10316,Premier League,2019/2020,Brighton,Crystal Palace,0,1
10317,Premier League,2019/2020,Bournemouth,Chelsea,2,2
10318,Premier League,2019/2020,Newcastle,Burnley,0,0
10319,Premier League,2019/2020,West Ham,Southampton,3,1
10320,Premier League,2019/2020,Watford,Liverpool,3,0
10321,Premier League,2019/2020,Everton,Man United,1,1
10322,Premier League,2019/2020,Tottenham,Wolves,2,3
10323,Premier League,2019/2020,Liverpool,Bournemouth,2,1
10324,Premier League,2019/2020,Arsenal,West Ham,1,0
10325,Premier League,2019/2020,Crystal Palace,Watford,1,0
10326,Premier League,2019/2020,Sheffield United,Norwich,1,0
10327,Premier League,2019/2020,Southampton,Newcastle,0,1
10328,Premier League,2019/2020,Wolves,Brighton,0,0
10329,Premier League,2019/2020,Burnley,Tottenham,1,1
10330,Premier League,2019/2020,Chelsea,Everton,4,0
10331,Premier League,2019/2020,Man United,Man City,2,0
10332,Premier League,2019/2020,Leicester,Aston Villa,4,0
10333,Premier League,2019/2020,Aston Villa,Sheffield United,0,0
10334,Premier League,2019/2020,Man City,Arsenal,3,0
10335,Premier League,2019/2020,Norwich,Southampton,0,3
10336,Premier League,2019/2020,Tottenham,Man United,1,1
10337,Premier League,2019/2020,Watford,Leicester,1,1
10338,Premier League,2019/2020,Brighton,Arsenal,2,1
10339,Premier League,2019/2020,West Ham,Wolves,0,2
10340,Premier League,2019/2020,Bournemouth,Crystal Palace,0,2
10341,Premier League,2019/2020,Newcastle,Sheffield United,3,0
10342,Premier League,2019/2020,Aston Villa,Chelsea,1,2
10343,Premier League,2019/2020,Everton,Liverpool,0,0
10344,Premier League,2019/2020,Man City,Burnley,5,0
10345,Premier League,2019/2020,Leicester,Brighton,0,0
10346,Premier League,2019/2020,Tottenham,West Ham,2,0
10347,Premier League,2019/2020,Man United,Sheffield United,3,0
10348,Premier League,2019/2020,Newcastle,Aston Villa,1,1
10349,Premier League,2019/2020,Norwich,Everton,0,1
10350,Premier League,2019/2020,Wolves,Bournemouth,1,0
10351,Premier League,2019/2020,Liverpool,Crystal Palace,4,0
10352,Premier League,2019/2020,Burnley,Watford,1,0
10353,Premier League,2019/2020,Southampton,Arsenal,0,2
10354,Premier League,2019/2020,Chelsea,Man City,2,1
10355,Premier League,2019/2020,Aston Villa,Wolves,0,1
10356,Premier League,2019/2020,Watford,Southampton,1,3
10357,Premier League,2019/2020,Crystal Palace,Burnley,0,1
10358,Premier League,2019/2020,Brighton,Man United,0,3
10359,Premier League,2019/2020,Arsenal,Norwich,4,0
10360,Premier League,2019/2020,Bournemouth,Newcastle,1,4
10361,Premier League,2019/2020,Everton,Leicester,2,1
10362,Premier League,2019/2020,West Ham,Chelsea,3,2
10363,Premier League,2019/2020,Sheffield United,Tottenham,3,1
10364,Premier League,2019/2020,Man City,Liverpool,4,0
10365,Premier League,2019/2020,Norwich,Brighton,0,1
10366,Premier League,2019/2020,Leicester,Crystal Palace,3,0
10367,Premier League,2019/2020,Man United,Bournemouth,5,2
10368,Premier League,2019/2020,Wolves,Arsenal,0,2
10369,Premier League,2019/2020,Chelsea,Watford,3,0
10370,Premier League,2019/2020,Burnley,Sheffield United,1,1
10371,Premier League,2019/2020,Newcastle,West Ham,2,2
10372,Premier League,2019/2020,Liverpool,Aston Villa,2,0
10373,Premier League,2019/2020,Southampton,Man City,1,0
10374,Premier League,2019/2020,Tottenham,Everton,1,0
10375,Premier League,2019/2020,Crystal Palace,Chelsea,2,3
10376,Premier League,2019/2020,Watford,Norwich,2,1
10377,Premier League,2019/2020,Arsenal,Leicester,1,1
